time,block4a,base,block4a_diff,base_diff,soil_moisture,soil_moisture_diff,infiltration,infiltration_diff,precipitation,temperature,frost,frost_days,ftc,ftc_days
2021-05-31,32.6189096945081,29.129603692017,0.310738725423974,1.46963438461812,76,2,26,-1,0,14.05,0,0,0,0
2021-06-01,32.1918015793242,28.6643040262078,-0.42710811518392,-0.465299665809191,78,2,26,0,0,14.55,0,0,0,0
2021-06-02,35.688644259479,30.1992050892141,3.49684268015479,1.53490106300632,78,0,23,-3,0,15.85,0,0,0,0
2021-06-03,33.3211609087203,29.4620656536002,-2.36748335075865,-0.737139435613951,78,0,21,-2,0,13.05,0,0,0,0
2021-06-04,31.1163999215498,31.3066345886987,-2.20476098717053,1.8445689350985,78,0,21,0,0,13.05,0,0,0,0
2021-06-05,33.3520843648632,31.0862006853339,2.23568444331345,-0.22043390336481,77,-1,18,-3,0.6,12.35,0,0,0,0
2021-06-06,34.3337860352704,30.9759840919022,0.981701670407169,-0.110216593431691,74,-3,14,-4,0,13.65,0,0,0,0
2021-06-07,34.5143168282939,31.6657092703684,0.180530793023522,0.68972517846623,71,-3,10,-4,0.1,11.05,0,0,0,0
2021-06-08,34.3168972261774,31.86000485411,-0.197419602116561,0.194295583741599,69,-2,12,2,0,12.85,0,0,0,0
2021-06-09,33.3106697581945,31.7560421222687,-1.00622746798289,-0.103962731841275,68,-1,11,-1,0,12.25,0,0,0,0
2021-06-10,36.6048071414908,32.6406954686149,3.2941373832963,0.884653346346148,67,-1,14,3,1.9,11.85,0,0,0,0
2021-06-11,38.2888225260788,36.3820028681369,1.68401538458806,3.74130739952204,67,0,12,-2,0.6,11.25,0,0,0,0
2021-06-12,38.3102168494412,35.915050637062,0.0213943233624008,-0.46695223107487,69,2,20,8,5,8.65000000000003,0,0,0,0
2021-06-13,37.7746757619422,33.9686384236604,-0.535541087498984,-1.94641221340164,65,-4,4,-16,0.4,4.75,0,0,0,0
2021-06-14,37.4861465205711,34.888726673554,-0.288529241371165,0.920088249893638,69,4,24,20,15.9,6.65000000000003,0,0,0,0
2021-06-15,38.4462128112744,36.3958597768717,0.960066290703296,1.50713310331766,71,2,21,-3,13.9,5.25,0,0,0,0
2021-06-16,40.3295428243888,36.1861234843896,1.88333001311446,-0.209736292482127,67,-4,3,-18,0.6,5.65000000000003,0,0,0,0
2021-06-17,39.3887207756016,37.1576486017228,-0.940822048787183,0.971525117333286,65,-2,8,5,3.6,9.25,0,0,0,0
2021-06-18,38.8328640247402,38.5383155360309,-0.555856750861423,1.38066693430804,65,0,13,5,6.5,10.85,0,0,0,0
2021-06-19,41.1144830141493,39.2560135909733,2.2816189894091,0.717698054942417,65,0,10,-3,0,8.65000000000003,0,0,0,0
2021-06-20,40.7523027200058,40.9517199417994,-0.362180294143542,1.69570635082611,65,0,14,4,10.6,7.75,0,0,0,0
2021-06-21,41.379445228891,41.6211738419311,0.627142508885171,0.669453900131657,71,6,29,15,12,9.55000000000001,0,0,0,0
2021-06-22,43.0634072246425,41.4133838093222,1.68396199575159,-0.207790032608891,67,-4,3,-26,0,7.85000000000002,0,0,0,0
2021-06-23,44.1239040527242,41.3629490499066,1.06049682808167,-0.0504347594156016,63,-4,2,-1,0.2,11.05,0,0,0,0
2021-06-24,43.9154897597697,42.1158405573871,-0.208414292954558,0.752891507480499,60,-3,2,0,0.2,11.65,0,0,0,0
2021-06-25,44.9419017710417,42.9670635827888,1.02641201127202,0.85122302540168,58,-2,3,1,0.1,12.35,0,0,0,0
2021-06-26,46.7810305087698,43.6371835898914,1.83912873772811,0.670120007102646,57,-1,5,2,1,13.45,0,0,0,0
2021-06-27,48.0205949691328,44.0503131487213,1.23956446036297,0.413129558829887,56,-1,3,-2,0,13.15,0,0,0,0
2021-06-28,47.6727872982321,44.1938024591569,-0.347807670900657,0.143489310435591,54,-2,2,-1,0,11.65,0,0,0,0
2021-06-29,46.4476922418608,44.3079522404858,-1.22509505637135,0.114149781328898,53,-1,3,1,0,12.65,0,0,0,0
2021-06-30,45.4798676957345,44.6963008418479,-0.967824546126238,0.388348601362082,52,-1,3,0,0.4,13.55,0,0,0,0
2021-07-01,45.9038715555691,45.662386612383,0.424003859834599,0.96608577053513,51,-1,3,0,0,14.75,0,0,0,0
2021-07-02,47.8468846743178,47.0519498875735,1.94301311874866,1.38956327519054,50,-1,2,-1,0,16.55,0,0,0,0
2021-07-03,48.6807998624806,47.3940794754941,0.833915188162855,0.342129587920581,48,-2,1,-1,0,17.95,0,0,0,0
2021-07-04,49.3704813457877,47.0972274482964,0.689681483307034,-0.296852027197687,47,-1,1,0,0,17.55,0,0,0,0
2021-07-05,49.9857042379644,47.5533722078728,0.615222892176703,0.456144759576354,47,0,4,3,1.6,15.45,0,0,0,0
2021-07-06,49.8733949988336,48.1039612018118,-0.112309239130745,0.550588993938995,46,-1,2,-2,1.6,14.55,0,0,0,0
2021-07-07,50.5279869867707,48.5335881841924,0.654591987937117,0.42962698238064,45,-1,2,0,0.5,13.85,0,0,0,0
2021-07-08,52.3974583102498,48.7087129090461,1.8694713234791,0.175124724853674,44,-1,1,-1,0,12.75,0,0,0,0
2021-07-09,50.2674840187719,47.8912862032012,-2.12997429147789,-0.817426705844888,46,2,9,8,3,11.95,0,0,0,0
2021-07-10,51.3651886663948,48.107000093004,1.09770464762285,0.215713889802785,46,0,5,-4,4.7,11.55,0,0,0,0
2021-07-11,50.8994525453252,49.1650593030946,-0.46573612106959,1.0580592100906,45,-1,1,-4,1.1,12.25,0,0,0,0
2021-07-12,51.8519732677836,48.7208998699115,0.952520722458367,-0.444159433183124,44,-1,0,-1,0,10.25,0,0,0,0
2021-07-13,51.9653760517704,48.4707675195171,0.113402783986778,-0.250132350394402,43,-1,0,0,0,14.95,0,0,0,0
2021-07-14,53.2272053626668,48.9029673644234,1.26182931089642,0.432199844906307,42,-1,2,2,1.4,16.85,0,0,0,0
2021-07-15,52.1212680314349,49.4221697787209,-1.10593733123184,0.519202414297538,43,1,5,3,5.4,15.45,0,0,0,0
2021-07-16,53.2124694720298,49.7460443566535,1.09120144059482,0.323874577932621,42,-1,0,-5,0,11.85,0,0,0,0
2021-07-17,54.2780439975478,49.9737451171472,1.06557452551804,0.227700760493676,40,-2,0,0,0,12.95,0,0,0,0
2021-07-18,54.1516382514634,50.0893226783523,-0.126405746084366,0.115577561205065,40,0,1,1,0.6,9.85000000000002,0,0,0,0
2021-07-19,54.1223509384918,49.3237626551876,-0.0292873129716256,-0.76556002316466,39,-1,0,-1,0,7.05000000000001,0,0,0,0
2021-07-20,53.993287505324,50.1765722039523,-0.129063433167758,0.852809548764689,39,0,0,0,0,9.95000000000005,0,0,0,0
2021-07-21,54.129878142234,50.6967530387533,0.13659063691,0.520180834801053,38,-1,0,0,0,9.65000000000003,0,0,0,0
2021-07-22,55.3352958312961,50.2713231891136,1.20541768906208,-0.42542984963972,37,-1,0,0,0.1,12.55,0,0,0,0
2021-07-23,54.0124859908033,51.1914903986647,-1.32280984049285,0.920167209551067,36,-1,0,0,0,13.35,0,0,0,0
2021-07-24,54.9571639292621,50.7399840097265,0.94467793845881,-0.451506388938149,35,-1,0,0,0,17.45,0,0,0,0
2021-07-25,55.0004787666551,50.871306050692,0.0433148373930337,0.131322040965408,34,-1,0,0,0,17.45,0,0,0,0
2021-07-26,54.9077256750959,51.0956292186313,-0.0927530915592669,0.224323167939346,33,-1,0,0,0,18.55,0,0,0,0
2021-07-27,56.4011602016487,51.324588635031,1.49343452655284,0.228959416399697,32,-1,0,0,0,17.75,0,0,0,0
2021-07-28,56.0623835849337,52.3777181741513,-0.338776616714952,1.05312953912033,33,1,3,3,7.1,14.55,0,0,0,0
2021-07-29,56.1938771879936,51.6058550398213,0.13149360305988,-0.771863134330062,33,0,2,-1,3.6,13.25,0,0,0,0
2021-07-30,57.3523145891607,51.8689527970936,1.15843740116706,0.263097757272348,34,1,2,0,2.9,12.05,0,0,0,0
2021-07-31,56.6481089828309,51.7508753034926,-0.704205606329786,-0.118077493601021,33,-1,0,-2,0,13.75,0,0,0,0
2021-08-01,56.0489233582623,52.2482014837333,-0.599185624568612,0.497326180240741,33,0,0,0,0.8,10.45,0,0,0,0
2021-08-02,56.8349606765902,52.5151618792635,0.786037318327963,0.266960395530191,32,-1,0,0,0,9.75,0,0,0,0
2021-08-03,58.0621480115099,52.3163941239173,1.22718733491968,-0.198767755346189,31,-1,0,0,0.2,9.15000000000003,0,0,0,0
2021-08-04,58.3459691137218,51.7897696623838,0.283821102211917,-0.526624461533537,31,0,0,0,0,8.85000000000002,0,0,0,0
2021-08-05,57.3554249152942,51.6145978939463,-0.990544198427614,-0.175171768437544,31,0,0,0,0,10.75,0,0,0,0
2021-08-06,57.7164515434414,52.8571593685956,0.361026628147201,1.24256147464936,30,-1,0,0,0.3,12.15,0,0,0,0
2021-08-07,58.2342770383601,52.4561170949534,0.517825494918633,-0.401042273642169,30,0,0,0,0,12.55,0,0,0,0
2021-08-08,57.7640900279573,53.3205031218941,-0.470187010402796,0.864386026940629,29,-1,0,0,0.2,11.65,0,0,0,0
2021-08-09,57.9525127491933,53.3768206728005,0.18842272123608,0.0563175509064138,29,0,0,0,0.1,12.35,0,0,0,0
2021-08-10,59.3526280559939,52.3284542624801,1.40011530680054,-1.04836641032038,29,0,2,2,4.1,11.95,0,0,0,0
2021-08-11,59.1703181477012,52.8651368540403,-0.182309908292673,0.536682591560243,31,2,5,3,7.3,11.35,0,0,0,0
2021-08-12,59.6362345956623,53.1378532643808,0.465916447961092,0.272716410340436,30,-1,0,-5,0.1,12.55,0,0,0,0
2021-08-13,59.6599311112122,53.1608565530549,0.0236965155499007,0.0230032886740759,30,0,0,0,1.8,12.65,0,0,0,0
2021-08-14,59.4774722468112,53.621992922613,-0.182458864400999,0.461136369558169,31,1,2,2,3,9.45000000000005,0,0,0,0
2021-08-15,59.9124111337825,53.6206604142724,0.434938886971302,-0.00133250834061727,31,0,2,0,2.2,8.35000000000002,0,0,0,0
2021-08-16,60.0594182548357,53.8929699030913,0.14700712105315,0.272309488818927,33,2,4,2,0.8,7.65000000000003,0,0,0,0
2021-08-17,59.8522686727968,52.9576772987445,-0.207149582038866,-0.935292604346827,32,-1,0,-4,0.1,9.35000000000002,0,0,0,0
2021-08-18,60.6894946907979,54.1839040720317,0.837226018001068,1.22622677328718,32,0,0,0,0,11.55,0,0,0,0
2021-08-19,59.0983903858372,54.2963285190948,-1.59110430496062,0.112424447063077,32,0,2,2,3.1,7.45000000000005,0,0,0,0
2021-08-20,60.0881555429867,53.8805387911938,0.989765157149449,-0.415789727900986,33,1,2,0,0,7.55000000000001,0,0,0,0
2021-08-21,60.5297124780382,54.4600933746019,0.441556935051501,0.579554583408097,33,0,0,-2,0,7.35000000000002,0,0,0,0
2021-08-22,61.1211993148492,54.1650328508547,0.591486836811036,-0.295060523747182,32,-1,0,0,0,8.75,0,0,0,0
2021-08-23,61.3087253454436,53.6081629451048,0.187526030594384,-0.556869905749934,32,0,0,0,0,10.45,0,0,0,0
2021-08-24,61.0900268413167,53.7761949461297,-0.218698504126898,0.168032001024926,31,-1,0,0,0.1,11.25,0,0,0,0
2021-08-25,61.343788174765,55.6717347251397,0.253761333448239,1.89553977901002,31,0,0,0,0,11.55,0,0,0,0
2021-08-26,62.445228346936,55.2706478536891,1.101440172171,-0.401086871450616,30,-1,0,0,0,9.85000000000002,0,0,0,0
2021-08-27,62.3027529278016,55.3882795959921,-0.14247541913435,0.117631742303047,30,0,0,0,0,10.35,0,0,0,0
2021-08-28,61.7285056078097,54.9045894463327,-0.57424731999194,-0.483690149659445,29,-1,0,0,0,10.65,0,0,0,0
2021-08-29,64.6856823176105,54.4538554115345,2.95717670980088,-0.450734034798138,29,0,0,0,0,11.15,0,0,0,0
2021-08-30,63.1722544841734,54.5675351873534,-1.51342783343713,0.113679775818852,28,-1,0,0,0,13.05,0,0,0,0
2021-08-31,64.2211270902984,54.6196658535568,1.04887260612495,0.052130666203368,28,0,0,0,0,12.75,0,0,0,0
2021-09-01,63.2893185858202,55.1139335929168,-0.931808504478163,0.494267739360033,27,-1,0,0,0,10.95,0,0,0,0
2021-09-02,63.6852208485074,55.4465477946838,0.395902262687251,0.332614201766958,27,0,0,0,0,10.45,0,0,0,0
2021-09-03,63.4897249663933,55.2285689317722,-0.195495882114123,-0.217978862911522,27,0,0,0,0,9.45000000000005,0,0,0,0
2021-09-04,64.0367625602584,55.0294071435598,0.54703759386512,-0.199161788212471,26,-1,0,0,0.3,7.15000000000003,0,0,0,0
2021-09-05,63.8783615101329,55.3905342915378,-0.158401050125583,0.361127147978074,26,0,0,0,0,9.55000000000001,0,0,0,0
2021-09-06,63.9947920132031,55.8435004502488,0.116430503070283,0.452966158710936,26,0,0,0,0,9.85000000000002,0,0,0,0
2021-09-07,62.9751031385078,56.4521581709881,-1.01968887469531,0.608657720739366,26,0,0,0,1.6,9.25,0,0,0,0
2021-09-08,64.9828398719993,56.3294640307846,2.00773673349147,-0.122694140203549,26,0,0,0,0,11.85,0,0,0,0
2021-09-09,63.8478108956434,56.271257013245,-1.13502897635595,-0.0582070175396439,25,-1,0,0,0,13.05,0,0,0,0
2021-09-10,63.5389006391886,55.3726579325426,-0.308910256454737,-0.898599080702326,25,0,0,0,0.6,13.15,0,0,0,0
2021-09-11,60.7434700359855,55.3284594222104,-2.79543060320313,-0.0441985103322011,25,0,2,2,0.2,12.75,0,0,0,0
2021-09-12,60.7115929252633,57.4119760231993,-0.0318771107221991,2.0835166009889,30,5,14,12,11.8,11.95,0,0,0,0
2021-09-13,64.6049525907182,55.7758181597484,3.89335966545492,-1.63615786345098,30,0,0,-14,0,9.25,0,0,0,0
2021-09-14,67.0984354834928,54.3340692056612,2.49348289277458,-1.44174895408712,30,0,0,0,0,7.05000000000001,0,0,0,0
2021-09-15,67.482763045992,54.1641785597146,0.384327562499195,-0.16989064594663,30,0,0,0,0,7.75,0,0,0,0
2021-09-16,66.6133996421283,54.7522828302032,-0.869363403863659,0.5881042704886,30,0,0,0,0,10.15,0,0,0,0
2021-09-17,65.3458096358144,55.5845186254218,-1.26759000631391,0.832235795218629,30,0,0,0,0.5,7.95000000000005,0,0,0,0
2021-09-18,64.5354573909628,56.1470225536652,-0.8103522448516,0.562503928243373,29,-1,0,0,0,5.95000000000005,0,0,0,0
2021-09-19,64.9711175525555,56.25290041111,0.435660161592693,0.10587785744481,29,0,0,0,0,7.65000000000003,0,0,0,0
2021-09-20,65.8682454137609,56.6818349005221,0.897127861205419,0.428934489412058,28,-1,0,0,0,7.95000000000005,0,0,0,0
2021-09-21,64.2229039709107,57.0575142793092,-1.64534144285025,0.375679378787154,30,2,5,5,3.8,6.35000000000002,0,0,0,0
2021-09-22,64.9614068116353,56.8064989779578,0.738502840724607,-0.251015301351408,31,1,1,-4,1.5,6.75,0,0,0,0
2021-09-23,65.086591639655,57.0706540903293,0.125184828019769,0.264155112371469,34,3,8,7,8.2,7.15000000000003,0,0,0,0
2021-09-24,64.6938683137468,57.2961709747855,-0.392723325908278,0.225516884456198,35,1,4,-4,13.6,2.95000000000005,0,0,0,0
2021-09-25,66.3592852428366,57.1154363617298,1.66541692908986,-0.180734613055712,41,6,16,12,16.3,5.05000000000001,0,0,0,0
2021-09-26,64.8148501734469,56.7809601376666,-1.54443506938975,-0.33447622406316,40,-1,0,-16,0,6.15000000000003,0,0,0,0
2021-09-27,67.1474238955117,57.3199567201856,2.33257372206479,0.53899658251899,39,-1,0,0,0,11.65,0,0,0,0
2021-09-28,66.6406307712604,57.5171038885414,-0.50679312425126,0.197147168355841,45,6,18,18,13.6,9.45000000000005,0,0,0,0
2021-09-29,66.1432665374012,57.1325518027325,-0.497364233859187,-0.38455208580897,44,-1,0,-18,0.3,8.05000000000001,0,0,0,0
2021-09-30,66.2293119839812,57.7045887026375,0.0860454465799592,0.572036899905008,43,-1,0,0,0,8.05000000000001,0,0,0,0
2021-10-01,66.402277402446,58.3066658095027,0.172965418464841,0.602077106865224,43,0,0,0,0,7.35000000000002,0,0,0,0
2021-10-02,66.4699799250452,58.536361068078,0.0677025225991628,0.229695258575283,45,2,8,8,9,6.65000000000003,0,0,0,0
2021-10-03,67.9740733718589,57.8216086172782,1.50409344681374,-0.714752450799836,45,0,1,-7,1.5,6.35000000000002,0,0,0,0
2021-10-04,68.9913610492652,58.0638200673567,1.01728767740626,0.242211450078535,50,5,11,10,7.8,7.55000000000001,0,0,0,0
2021-10-05,66.957865113303,58.1283369793014,-2.03349593596218,0.0645169119446933,52,2,9,-2,3.3,5.75,0,0,0,0
2021-10-06,68.2196988273317,57.6838554871615,1.26183371402873,-0.444481492139914,51,-1,0,-9,2.1,6.65000000000003,0,0,0,0
2021-10-07,67.5842511908775,58.0833381206381,-0.635447636454273,0.39948263347658,51,0,1,1,1.4,6.15000000000003,0,0,0,0
2021-10-08,67.0660233564293,57.7608134475923,-0.51822783444814,-0.322524673045706,53,2,10,9,5.8,7.65000000000003,0,0,0,0
2021-10-09,68.7830086267083,58.1962684460327,1.716985270279,0.435454998440399,53,0,4,-6,3.1,10.45,0,0,0,0
2021-10-10,68.0536792571567,59.2161015859652,-0.729329369551607,1.01983313993249,52,-1,1,-3,1.2,9.45000000000005,0,0,0,0
2021-10-11,67.5579427950475,59.4656137146794,-0.495736462109221,0.249512128714137,54,2,7,6,6.5,4.35000000000002,0,0,0,0
2021-10-12,68.477333425044,59.9291157491972,0.919390629996556,0.463502034517795,53,-1,0,-7,1.8,0.650000000000034,0,0,0,0
2021-10-13,68.4150247170728,58.9171508003181,-0.0623087079712263,-1.01196494887908,52,-1,0,0,0.1,0.550000000000011,0,0,0,0
2021-10-14,70.9161969618768,60.2386651660285,2.50117224480398,1.32151436571045,52,0,0,0,5.7,2.75,0,0,0,0
2021-10-15,69.5808980185236,59.9390640455976,-1.33529894335319,-0.299601120430886,59,7,25,25,14.5,4.25,0,0,0,0
2021-10-16,69.9589564997531,60.6912099059763,0.378058481229459,0.752145860378661,57,-2,0,-25,3.1,0.75,0,0,1,1
2021-10-17,71.1096281271045,60.1280369104467,1.15067162735143,-0.563172995529634,56,-1,0,0,0.6,-0.0499999999999545,1,1,1,2
2021-10-18,72.2513575885816,59.5336188878825,1.14172946147714,-0.594418022564192,55,-1,0,0,0,-2.75,1,2,1,3
2021-10-19,73.1094178960224,59.8142938750729,0.858060307440752,0.280674987190451,54,-1,0,0,9.1,0.0500000000000114,0,0,1,4
2021-10-20,73.675549944042,60.7487546013192,0.566132048019639,0.934460726246229,68,14,44,44,25.2,4.25,0,0,0,0
2021-10-21,74.0338681976015,61.9495433222784,0.358318253559503,1.20078872095926,70,2,18,-26,12.1,3.55000000000001,0,0,1,1
2021-10-22,74.8647673197412,62.9230425320277,0.830899122139712,0.973499209749328,66,-4,0,-18,3.1,-1.34999999999997,1,1,1,2
2021-10-23,77.2316930534855,63.6794937141414,2.3669257337443,0.756451182113651,63,-3,0,0,0,0.0500000000000114,0,0,1,3
2021-10-24,77.3780868961297,65.711779435617,0.146393842644187,2.03228572147564,60,-3,0,0,0.4,0.950000000000045,0,0,0,0
2021-10-25,78.010306281563,65.4743072712205,0.632219385433316,-0.237472164396536,62,2,9,9,0.6,4.25,0,0,0,0
2021-10-26,78.4559904269661,66.2523381988115,0.445684145403078,0.77803092759099,67,5,21,12,11.4,3.65000000000003,0,0,0,0
2021-10-27,80.7618312830875,68.0016911173222,2.30584085612138,1.74935291851067,71,4,21,0,15.6,2.95000000000005,0,0,0,0
2021-10-28,82.007533542395,67.9325115378286,1.24570225930755,-0.0691795794935786,70,-1,10,-11,2.8,6.45000000000005,0,0,0,0
2021-10-29,82.0672434206684,70.5227478531149,0.0597098782733383,2.59023631528628,75,5,26,16,21.6,7.45000000000005,0,0,0,0
2021-10-30,82.7553490810206,71.6131786111257,0.688105660352235,1.09043075801083,69,-6,0,-26,0,7.75,0,0,0,0
2021-10-31,85.7714793800613,73.7271034289036,3.01613029904067,2.11392481777797,66,-3,1,1,1.8,5.65000000000003,0,0,0,0
2021-11-01,87.3489993456892,75.7790085597292,1.57751996562796,2.05190513082553,63,-3,1,0,2.2,4.05000000000001,0,0,0,0
2021-11-02,89.046129772616,76.4904544609437,1.69713042692672,0.71144590121456,61,-2,0,-1,0.1,5.15000000000003,0,0,0,0
2021-11-03,91.4278941134917,77.5567067378255,2.38176434087575,1.06625227688178,59,-2,0,0,0,3.75,0,0,0,0
2021-11-04,93.2596149105809,78.9457643492483,1.83172079708923,1.38905761142276,58,-1,0,0,0.1,0.850000000000023,0,0,1,1
2021-11-05,93.3479515585058,80.525713483267,0.0883366479249048,1.57994913401873,57,-1,0,0,0.5,-0.449999999999989,1,1,1,2
2021-11-06,96.6251344978475,81.5052982752464,3.27718293934167,0.97958479197942,56,-1,0,0,7.3,0.350000000000023,0,0,1,3
2021-11-07,98.0746226686455,83.2876129358558,1.44948817079802,1.78231466060934,56,0,0,0,5.2,-0.649999999999977,1,1,1,4
2021-11-08,99.6082321696199,84.4389397491896,1.53360950097436,1.15132681333381,55,-1,0,0,1.2,-0.75,1,2,1,5
2021-11-09,101.084237520314,86.20364054156,1.47600535069401,1.76470079237045,54,-1,0,0,11.4,0.25,0,0,1,6
2021-11-10,101.521543121351,87.9177876019978,0.43730560103667,1.71414706043777,57,3,7,7,2.8,3.15000000000003,0,0,0,0
2021-11-11,103.656498362719,89.1358929074511,2.13495524136836,1.21810530545326,56,-1,0,-7,7.9,0.850000000000023,0,0,1,1
2021-11-12,105.972696668522,88.9300994618679,2.31619830580323,-0.205793445583154,55,-1,0,0,3.7,-0.149999999999977,1,1,1,2
2021-11-13,106.150071035909,90.2943629292977,0.17737436738652,1.36426346742981,55,0,0,0,1.6,-0.349999999999966,1,2,0,0
2021-11-14,108.76537440947,91.3714595545543,2.61530337356174,1.0770966252566,54,-1,0,0,0,-0.75,1,3,1,1
2021-11-15,109.787814364385,92.2703960166071,1.02243995491416,0.898936462052774,54,0,0,0,0,0.75,0,0,1,2
2021-11-16,110.775320546156,93.8693473675704,0.987506181771636,1.5989513509633,53,-1,0,0,5.4,2.45000000000005,0,0,0,0
2021-11-17,111.251877423448,95.5202974559578,0.476556877291984,1.65095008838739,56,3,9,9,4.3,3.15000000000003,0,0,1,1
2021-11-18,113.047499168527,95.6459051580465,1.79562174507892,0.125607702088701,56,0,0,-9,3.6,-0.649999999999977,1,1,1,2
2021-11-19,113.217791115486,97.4179870703136,0.170291946958898,1.77208191226708,55,-1,0,0,14.3,3.05000000000001,0,0,1,3
2021-11-20,116.040135116554,98.8082052387824,2.82234400106773,1.39021816846878,55,0,0,0,6.8,1.85000000000002,0,0,1,4
2021-11-21,118.150144190052,100.959496976208,2.11000907349847,2.15129173742557,54,-1,0,0,3.5,-1.34999999999997,1,1,1,5
2021-11-22,120.516371690247,102.40812166602,2.36622750019507,1.44862468981181,54,0,0,0,0.9,-3.94999999999999,1,2,1,6
2021-11-23,120.71828845424,105.084517048928,0.201916763993196,2.67639538290794,53,-1,0,0,1,0.450000000000045,0,0,1,7
2021-11-24,123.644354846445,106.319642020107,2.92606639220452,1.23512497117937,53,0,0,0,0,2.15000000000003,0,0,1,8
2021-11-25,127.60194092223,107.669490777269,3.95758607578492,1.34984875716162,53,0,0,0,9.6,-0.649999999999977,1,1,1,9
2021-11-26,128.419568342142,109.625947201714,0.817627419911574,1.95645642444569,52,-1,0,0,0.8,-5.34999999999997,1,2,0,0
2021-11-27,130.349156580302,110.163388416901,1.92958823816076,0.537441215186476,52,0,0,0,0.3,-7.04999999999995,1,3,0,0
2021-11-28,131.371835463435,110.821847739387,1.02267888313227,0.658459322486237,52,0,0,0,1.6,-8.34999999999997,1,4,0,0
2021-11-29,131.813339515557,110.243817350108,0.441504052122497,-0.578030389278752,52,0,0,0,0.1,-11.85,1,5,0,0
2021-11-30,131.851222497723,111.756979127647,0.0378829821662237,1.5131617775387,52,0,0,0,4.4,-8.64999999999998,1,6,0,0
